user_id,full_name,email,phone,date_of_birth,gender,city,address_area,lat,lon,created_at,is_active
8a391044-8ce4-415c-81fd-863632c84aa3,Kevin Nugroho,kevin.nugroho63@yahoo.com,85650023634,1997-10-19,M,medan,Medan,3.687325,98.678513,2023-12-15 00:00:00,1
0cc2e211-04dd-4246-adf8-61031e12d768,Aldi Utami,aldi.utami953@gmail.com,85149250815,1999-03-27,F,jakarta,Jakarta,-6.155189,106.960784,2023-09-08 00:00:00,1
e3727e6a-2ae9-468b-9735-722cbf6c89db,Arif Anggraini,arif.anggraini218@gmail.com,86078359034,2000-04-16,F,medan,Medan,3.531823,98.649457,2022-04-18 00:00:00,1
1b540d83-2616-47f1-a83d-99f34fd025c1,Sari Wati,sari.wati295@gmail.com,85677071574,1994-02-23,M,jakarta,Jakarta,-6.268419,106.844294,2023-07-03 00:00:00,1
17a8167d-4eca-459c-ad41-619dfaf4b386,Hendra Firmansyah,hendra.firmansyah65@outlook.com,88557404830,1990-02-16,F,jakarta,Jakarta,-6.185266,106.781468,2023-01-19 00:00:00,1
aea527f6-f366-4669-855f-d380458f3cc5,Eko Pratama,eko.pratama378@yahoo.com,82683389652,1984-09-16,M,surabaya,Surabaya,-7.282801,112.750009,2023-12-11 00:00:00,1
89bddcf1-d9fd-4617-a707-9f369061c5df,Eko Putra,eko.putra561@outlook.com,83291651740,1978-04-12,M,surabaya,Surabaya,-7.311008,112.795959,2022-06-01 00:00:00,1
62dec2e1-3458-4d04-9e51-9641889c6f23,Mega Anggraini,mega.anggraini360@outlook.com,89365021313,1983-08-06,F,surabaya,Surabaya,-7.244569,112.724463,2022-07-18 00:00:00,1
72122b03-39f1-4304-9bc0-0bbbe90134c5,Nisa Suharto,nisa.suharto369@yahoo.com,81471049395,2007-03-17,M,surabaya,Surabaya,-7.179901,112.724709,2023-11-24 00:00:00,1
7079de04-75ab-4c5b-95eb-fa6a843bf69b,Sari Rahayu,sari.rahayu51@outlook.com,87916592464,1998-08-11,F,jakarta,Jakarta,-6.113806,106.769497,2023-12-02 00:00:00,1
4c7a0ae2-fd3a-4184-af89-7105160ff16d,Dimas Setiawan,dimas.setiawan667@gmail.com,85081105876,1964-02-01,F,surabaya,Surabaya,-7.199966,112.786793,2022-04-24 00:00:00,1
9e6c398d-3bb5-49fc-943b-52ad1cd6bd41,Dinda Hidayat,dinda.hidayat603@gmail.com,86781322035,1999-07-13,M,surabaya,Surabaya,-7.189257,112.664999,2022-03-23 00:00:00,1
5bc8ad96-26e7-4e93-875a-c6220f39b21a,Ayu Saputra,ayu.saputra240@yahoo.com,86669416285,1981-12-19,F,medan,Medan,3.573919,98.752559,2022-08-13 00:00:00,0
a03202c6-4364-4f53-9145-9d41ade1dd10,Tari Kusuma,tari.kusuma813@outlook.com,86532853057,1996-02-20,M,jakarta,Jakarta,-6.108519,106.878518,2022-06-09 00:00:00,1
f421fdbc-4618-4fcf-978a-49cbdeb2d08a,Sari Saputra,sari.saputra511@gmail.com,84652040025,1967-06-06,M,jakarta,Jakarta,-6.240656,106.809641,2023-10-17 00:00:00,1
fd958ae2-0099-4829-9ec1-6c73ebaaf0b2,Rizky Nugroho,rizky.nugroho770@yahoo.com,81393793965,1994-11-19,F,jakarta,Jakarta,-6.222492,106.892015,2022-05-14 00:00:00,1
fa34f7c9-e518-4a15-bdd1-ef090eef4c5e,Dinda Nugroho,dinda.nugroho994@yahoo.com,85812157512,2000-09-25,F,jakarta,Jakarta,-6.231457,106.967874,2022-08-30 00:00:00,1
0c3738c7-a17a-4256-8576-69bbe4505c7c,Putri Nugroho,putri.nugroho399@yahoo.com,85637512732,2003-08-21,F,medan,Medan,3.639162,98.687817,2022-08-26 00:00:00,1
c4345877-0ca6-4e69-b707-9ac1265dd3e0,Lestari Rahayu,lestari.rahayu894@yahoo.com,86725632135,1979-02-26,F,surabaya,Surabaya,-7.248807,112.748899,2023-11-02 00:00:00,0
32473a9f-7f34-4b05-bd82-6780df841f35,Indah Hidayat,indah.hidayat941@yahoo.com,84185764162,1984-03-11,F,surabaya,Surabaya,-7.158381,112.780693,2022-03-08 00:00:00,1
