driver_id,full_name,phone,vehicle_type,vehicle_plate,current_lat,current_lon,current_area,city,rating,total_trips,joined_at,is_active
01fccddd-631d-489a-8872-591c7ab0ae3b,Nisa Kusuma,88283504691,Motor,B 4981 XR,-6.164499,106.802503,Jakarta,jakarta,4.6,2624,2021-07-11 00:00:00,1
31c0df25-e673-489d-99ac-cac344e24d2e,Rizky Utami,81769251767,Motor,B 3103 LP,-6.266507,106.861687,Jakarta,jakarta,4.0,856,2023-06-27 00:00:00,1
aae983d8-281f-4ad5-90e1-b42602345922,Tari Pratama,83282028055,Motor,B 6229 UM,-7.290871,112.773026,Surabaya,surabaya,4.2,937,2022-08-08 00:00:00,1
98d053c9-5673-41e5-9f54-7c8a8c284986,Budi Saputra,86692165089,Motor,B 3175 NC,-6.257515,106.832203,Jakarta,jakarta,4.0,310,2022-01-09 00:00:00,0
f87747a1-be7e-4e80-909d-59fd3f278b83,Aldi Utami,81040778749,Motor,B 4307 JR,3.728963,98.731575,Medan,medan,3.7,493,2021-06-19 00:00:00,1
e9b3c465-b3f9-44ef-9aec-749e305bd30e,Yoga Pratama,89173857994,Motor,B 3125 EC,-7.222134,112.652525,Surabaya,surabaya,4.2,4782,2021-08-15 00:00:00,1
5ec80e3f-fee7-469d-9578-0684888028a6,Dinda Putra,83561943747,Motor,B 8270 VQ,-6.215002,106.91747,Jakarta,jakarta,4.5,2808,2021-07-04 00:00:00,1
8c18fdd7-be07-4e8f-83ca-9219929bc138,Siti Hidayat,88961290919,Motor,B 3188 IQ,-7.228629,112.846021,Surabaya,surabaya,3.6,1534,2022-05-08 00:00:00,1
ca489e9b-ffaf-4ec5-878c-860b339cf192,Dimas Anggraini,83153988787,Motor,B 5777 ZG,-6.24082,106.76217,Jakarta,jakarta,3.9,1517,2023-11-21 00:00:00,1
5ca2d061-8c93-4f21-aefd-e463cbbe9bf5,Wahyu Setiawan,87880471504,Motor,B 3758 SD,3.529321,98.632018,Medan,medan,3.9,2554,2022-01-10 00:00:00,0
5cd87e21-81cb-4c36-a3c5-6b06e0e4d426,Indah Suharto,83633844085,Motor,B 6254 SW,-7.341236,112.76524,Surabaya,surabaya,4.0,2413,2022-05-24 00:00:00,1
a4046922-a219-4e0a-82b7-c1087373d13d,Maya Utami,83217999899,Mobil,B 9428 UU,3.569033,98.741641,Medan,medan,3.7,211,2022-01-11 00:00:00,1
02110e63-4245-4673-ae50-f4be7c7d9999,Wahyu Firmansyah,81682557801,Motor,B 2353 MU,-6.129059,106.880085,Jakarta,jakarta,5.0,1326,2022-07-07 00:00:00,1
71305822-5dac-47f9-8f7c-a319e25c66ae,Dewi Anggraini,86939124803,Motor,B 2031 KZ,-6.207664,106.798691,Jakarta,jakarta,5.0,2374,2021-03-31 00:00:00,1
4f89e66a-cdd0-413d-a6b8-5fe1a7f80533,Yoga Suharto,85448619597,Mobil,B 1099 TJ,-7.265155,112.82225,Surabaya,surabaya,4.1,3650,2021-05-27 00:00:00,1
2fbae770-ee05-4ce6-9fcb-3160263256bf,Sari Putra,82579832877,Motor,B 2593 WK,-7.268019,112.798476,Surabaya,surabaya,3.6,81,2021-03-20 00:00:00,1
3f9ae1f6-7910-434e-823b-8b3cf6507a51,Citra Wijaya,89288818699,Mobil,B 3693 MZ,-6.226583,106.882095,Jakarta,jakarta,3.7,1876,2021-12-25 00:00:00,1
b2ba2ae9-1570-4649-9ca1-41d1be137c3d,Mega Nugroho,86664571628,Mobil,B 3158 GO,-7.327972,112.79213,Surabaya,surabaya,4.3,4120,2023-08-14 00:00:00,1
893e5206-75b8-4bad-bb8f-71672f1f259c,Hendra Firmansyah,86860208296,Motor,B 4228 YZ,-7.167165,112.776569,Surabaya,surabaya,3.5,2003,2022-09-22 00:00:00,1
8725b304-3bcd-4e37-8359-fd5a0fcf0987,Budi Wijaya,83932437545,Motor,B 1827 ZD,3.673745,98.726444,Medan,medan,4.6,1340,2022-01-01 00:00:00,1
